policy,m,d,n,c,nm,mk,hr,cs,px,tv,mc,chg,dig,risk,cl,wick,body,pat,th,br,rank,fol,fturn,dir,fresh,estr,evt,evidence_at,audit,neg,ask,bid,spr,mode,open,high,low,exit,known,next_open_price,next_high_price,next_low_price,next_close_price,historical_alerts_verified,theme_membership_asof,candidate_kind,valid,safe,vol20,mom20,score_gap_ridge,score_utility_ridge,score_win_loss_ridge,score_stop_ridge,weight,route,net_return_pct
balanced,2025-02,2025-02-07,2025-02-10,475400,씨메스로보틱스,KOSDAQ,False,True,40000.0,158438640000.0,472321428571.4286,27.795527156549515,0.9146361911834632,0.2545,1.0,0.0,0.9195402298850576,85.0,피지컬 AI/휴머노이드 로봇,0.5555555555555556,1.0,2.0,814215062959.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,7.74999999999999,25.0,3.875000000000006,6.875000000000009,True,43100.0,50000.0,41550.0,42750.0,False,False,RETROSPECTIVE_PROXY,True,True,5.437590403034152,22.745098039215694,1.8607450783112216,1.8411130806586984,0.7249713392921894,1.1384033889904335,1.0,backup,7.44999999999999
balanced,2025-02,2025-02-12,2025-02-13,047810,한국항공우주,KOSPI,False,True,54000.0,195348024000.0,5263655335968.38,8.324974924774331,1.0931179874039731,0.0372222222222222,0.9101123595505618,0.0898876404494382,0.8314606741573034,80.0,우주항공산업(누리호/인공위성 등),0.65625,5.0,1.0,135373842026.25,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-0.5555555555555536,2.592592592592591,-2.222222222222225,1.85185185185186,True,53700.0,55400.0,52800.0,55000.0,False,False,RETROSPECTIVE_PROXY,True,True,1.7878877050332864,-7.8558225508317925,-0.0966283843964235,-0.5980282757938946,0.4431569829891734,-0.767667331388511,1.0,primary,0.45
balanced,2025-02,2025-02-14,2025-02-17,145020,휴젤,KOSDAQ,False,True,288000.0,105213312000.0,3604367213114.754,11.196911196911197,1.9277461404435932,0.0805555555555555,0.8909090909090909,0.109090909090909,0.8363636363636363,100.0,보톡스(보툴리눔톡신),0.6153846153846154,1.0,1.0,37779269512.5,10.0,9.0,1.0,휴젤(주) 매출액 또는 손익구조 30%(대규모법인은 15%)이상 변동,2025-02-13T15:51:22+09:00,True,False,,,,DAILY_PROXY,1.5625,1.5625,-2.777777777777779,-0.347222222222221,True,292500.0,292500.0,280000.0,287000.0,False,False,RETROSPECTIVE_PROXY,True,True,2.3142815396905765,-0.38461538461538325,0.15722334611511404,-0.4944339819153929,0.40248445372544395,-0.8251695099350673,1.0,primary,1.2625
balanced,2025-02,2025-02-18,2025-02-19,454910,두산로보틱스,KOSPI,False,True,76300.0,283862323500.0,4945779385964.912,10.260115606936427,1.0993189417835216,0.0785190039318479,0.9113924050632912,0.0886075949367088,0.8227848101265823,100.0,로봇(산업용/협동로봇 등),0.7966101694915254,7.0,2.0,292707617137.5,10.0,3.0,1.0,두산로보틱스 주식회사 매출액또는손익구조30%(대규모법인은15%)이상변경,2025-02-13T15:52:17+09:00,True,False,,,,DAILY_PROXY,-0.3931847968545177,0.0,-4.587155963302747,-2.883355176933156,True,76000.0,76300.0,72800.0,74100.0,False,False,RETROSPECTIVE_PROXY,True,True,3.3287997477079974,7.620528771384127,-0.017389410619731142,-0.48976784202268187,0.4457957705346489,-0.9549556520581611,1.0,primary,-3.183355176933156
balanced,2025-02,2025-02-21,2025-02-24,014190,원익큐브,KOSDAQ,False,True,1990.0,32992781130.0,70488785769.52823,21.34146341463414,4.8592918821089,0.1798994974874372,0.7563559322033898,0.2436440677966101,0.7309322033898306,85.0,폴더블폰,0.5,1.0,1.0,68255697108.0,4.0,0.0,1.0,(주)원익큐브 매출액 또는 손익구조 30%(대규모법인은 15%)이상 변동,2025-02-10T15:53:13+09:00,True,False,,,,DAILY_PROXY,-7.788944723618085,-7.236180904522616,-14.572864321608035,-12.562814070351758,True,1835.0,1846.0,1700.0,1740.0,False,False,RETROSPECTIVE_PROXY,True,True,2.5761266945921455,10.215053763440851,0.8229353575203165,0.7234613870980705,0.5709030685006058,-0.11767284402411218,1.0,backup,-12.862814070351758
balanced,2025-02,2025-02-26,2025-02-27,068760,셀트리온제약,KOSDAQ,False,True,55208.0,74384940464.0,2451316288861.689,8.897962404087023,0.7286897365904448,0.0603897985799159,0.8038392321535693,0.1961607678464307,0.7842431513697261,80.0,바이오시밀러(복제 바이오의약품),0.7222222222222222,1.0,1.0,404053842981.25,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-0.3550210114476204,0.3550210114476204,-1.9544268946529495,-0.7100420228952298,True,55012.0,55404.0,54129.0,54816.0,False,False,RETROSPECTIVE_PROXY,True,True,1.6531971570769604,-5.484815153153488,0.0619734062802031,-0.343112906848145,0.4919223466708409,-0.5879126843424688,1.0,primary,-1.0100420228952298
balanced,2025-02,2025-02-28,2025-03-04,065370,위세아이텍,KOSDAQ,False,True,8410.0,24561489100.0,62117706576.7285,18.450704225352112,0.644867431338334,0.1938168846611177,0.6909871244635193,0.3090128755364807,0.5407725321888412,45.0,지능형로봇/인공지능(AI),0.0701754385964912,1.0,0.0,35082595.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,4.042806183115344,13.55529131985731,-0.3567181926278251,3.686087990487508,True,8750.0,9550.0,8380.0,8720.0,False,False,RETROSPECTIVE_PROXY,True,True,4.995850582984074,31.97026022304832,0.7465938806618077,0.9154807108063524,0.7136101879396626,0.03001302632635719,1.0,backup,3.742806183115344
balanced,2025-03,2025-03-06,2025-03-07,004020,현대제철,KOSPI,False,True,29300.0,91222297700.0,3909922222222.222,9.943714821763594,1.2696992861398575,0.0959044368600682,0.8813559322033898,0.1186440677966101,0.8135593220338984,85.0,철강 주요종목,1.0,1.0,2.0,366278738650.0,4.0,0.0,1.0,현대제철(주) (정정)매출액또는손익구조30%(대규모법인은15%)이상변경,2025-02-24T15:50:26+09:00,True,False,,,,DAILY_PROXY,-1.3651877133105783,9.897610921501698,-1.8771331058020424,8.703071672354955,True,28900.0,32200.0,28750.0,31850.0,False,False,RETROSPECTIVE_PROXY,True,True,2.709508877218759,18.181818181818187,0.019967915175526398,-0.4604019969046729,0.44502524057277176,-0.7913981828019074,1.0,primary,0.45
balanced,2025-03,2025-03-07,2025-03-10,432720,퀄리타스반도체,KOSDAQ,False,True,14660.0,106489565640.0,207955451348.1829,22.67782426778242,0.6920809758034941,0.1069577080491132,0.7757731958762887,0.2242268041237113,0.7190721649484536,65.0,CXL(컴퓨트익스프레스링크),0.6666666666666666,1.0,0.0,6183335385.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,2.660300136425642,7.298772169167811,-2.9331514324693053,-2.319236016371073,True,15050.0,15730.0,14230.0,14320.0,False,False,RETROSPECTIVE_PROXY,True,True,4.874175766991306,-1.3212221304706895,1.1398287424727402,1.1302382075199504,0.6477769505079394,0.5717125552631385,1.0,backup,2.360300136425642
balanced,2025-03,2025-03-10,2025-03-11,010950,S-Oil,KOSPI,False,True,62200.0,46457926400.0,7002660267005.722,8.74125874125875,0.9329798501949246,0.0537459807073954,0.9545454545454546,0.0454545454545454,0.9318181818181818,80.0,정유,1.0,1.0,1.0,128766449725.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-2.0900321543408373,-1.768488745980712,-4.340836012861738,-3.215434083601288,True,60900.0,61100.0,59500.0,60200.0,False,False,RETROSPECTIVE_PROXY,True,True,1.3567685857576923,-3.541315345699836,0.2604738423060487,-0.21559019895250453,0.4740927225083432,-0.34890561721868696,1.0,primary,-3.5154340836012876
balanced,2025-03,2025-03-14,2025-03-17,413390,엠오티,KOSDAQ,False,True,10950.0,170263871400.0,126838801711.84024,23.44983089064261,1.2584883831557188,0.1382648401826484,0.7819548872180451,0.2180451127819548,0.7556390977443609,80.0,2차전지(장비),0.8372093023255814,1.0,2.0,189853080917.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-0.91324200913242,2.100456621004576,-4.5662100456621,-4.5662100456621,True,10850.0,11180.0,10450.0,10450.0,False,False,RETROSPECTIVE_PROXY,True,True,8.597293572876644,44.462540716612374,1.1173281355251288,1.153156645890066,0.6454748490111863,0.39368646817686376,1.0,backup,0.45
balanced,2025-03,2025-03-18,2025-03-19,340570,티앤엘,KOSDAQ,False,True,42512.0,20951401520.0,683202967959.5278,10.3806408059407,0.5875723366917689,0.0585716974030861,0.8967632027257241,0.1032367972742759,0.7417376490630324,85.0,의료기기,0.5194805194805194,1.0,1.0,77448324967.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-0.8350583364697073,0.2375799774181342,-4.048268724124949,-3.810688746706814,True,42157.0,42613.0,40791.0,40892.0,False,False,RETROSPECTIVE_PROXY,True,True,2.797624925392768,-6.04737394189252,-0.08835233754088387,-0.16249727159421973,0.5271824937942872,-0.7565145446012742,1.0,primary,-4.110688746706814
balanced,2025-03,2025-03-21,2025-03-24,356860,티엘비,KOSDAQ,False,True,10965.0,156022585890.0,259883781965.0067,19.353434200500708,1.1565896275492196,0.1382580939352485,0.6725123903926802,0.3274876096073199,0.6725123903926802,70.0,소캠(SOCAMM),0.8181818181818182,1.0,1.0,20612861775.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-1.0852713178294615,8.70041039671683,-2.6082991336069283,8.262653898768813,True,10846.0,11919.0,10679.0,11871.0,False,False,RETROSPECTIVE_PROXY,True,True,3.1640907093344453,-13.582917881666823,0.6729261290890243,0.506967406426098,0.5699048261063193,-0.018832902109346242,1.0,backup,0.45
balanced,2025-03,2025-03-27,2025-03-28,060310,3S,KOSDAQ,False,True,2320.0,44144456560.0,123039577836.41162,25.95005428881649,3.56305591214117,0.1663793103448275,0.8782608695652174,0.1217391304347826,0.8660869565217392,85.0,여름,0.4090909090909091,1.0,1.0,44163749292.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,0.0,4.31034482758621,-6.681034482758619,-4.094827586206895,True,2320.0,2420.0,2165.0,2225.0,False,False,RETROSPECTIVE_PROXY,True,True,1.5682205934676667,-5.295629820051417,1.4537032625059374,1.3176911303827437,0.6262037030536395,0.7174462797363823,1.0,backup,0.45
balanced,2025-03,2025-03-28,2025-03-31,010140,삼성중공업,KOSPI,False,True,13830.0,74599517880.0,12170400000000.0,0.4357298474945592,0.0760251836353714,0.1269703543022415,0.6923076923076923,0.3076923076923077,0.1794871794871795,100.0,조선,0.6,3.0,0.0,116786360150.0,15.0,9.0,2.0,삼성중공업(주) (정정)단일판매ㆍ공급계약체결,2025-03-27T15:52:37+09:00,True,False,,,,DAILY_PROXY,-2.67534345625452,-0.1446131597975464,-4.049168474331166,-2.5307302964569733,True,13460.0,13810.0,13270.0,13480.0,False,False,RETROSPECTIVE_PROXY,True,True,3.0481048262974055,-7.892976588628764,0.5329121027022391,-0.09171813750904384,0.41149350412329777,-0.3106149953612101,1.0,backup,-2.830730296456973
balanced,2025-04,2025-04-03,2025-04-04,388720,유일로보틱스,KOSDAQ,False,True,92600.0,169312340200.0,1090970461538.4615,28.077455048409394,0.4394607921497165,0.2928725701943844,0.975,0.025,0.975,100.0,지능형로봇/인공지능(AI),0.4827586206896552,1.0,1.0,15304383684.5,10.0,7.0,1.0,(주)유일로보틱스 투자판단 관련 주요경영사항(최대주주 변경을 수반하는 콜옵션 조건이 포함된 주주간계약의 체결),2025-04-01T15:52:24+09:00,True,False,,,,DAILY_PROXY,7.9913606911447,10.043196544276457,-13.930885529157669,-10.259179265658746,True,100000.0,101900.0,79700.0,83100.0,False,False,RETROSPECTIVE_PROXY,True,True,5.4089294227763745,19.90049751243781,1.8913786256149094,1.1963701104032183,0.5858808027361453,1.0473485095940982,1.0,backup,7.6913606911447
balanced,2025-04,2025-04-04,2025-04-07,075130,플랜티넷,KOSDAQ,False,True,3400.0,25699988000.0,54822966507.17703,20.781527531083487,2.691376343697086,0.2358823529411764,0.8961038961038961,0.1038961038961039,0.7467532467532467,80.0,창투사,0.9,1.0,1.0,16253189530.0,15.0,9.0,2.0,(주)플랜티넷 (정정)현금ㆍ현물배당 결정,2025-04-03T15:50:38+09:00,True,False,,,,DAILY_PROXY,8.970588235294109,24.117647058823533,5.882352941176472,12.352941176470589,True,3705.0,4220.0,3600.0,3820.0,False,False,RETROSPECTIVE_PROXY,True,True,4.8778695126811895,9.5330739299611,1.410958310997805,1.0644924094053443,0.530962456146181,0.34445596062753675,1.0,backup,8.670588235294108
balanced,2025-04,2025-04-10,2025-04-11,003670,포스코퓨처엠,KOSPI,False,True,133377.0,107979751791.0,11863361102941.178,13.251139924089973,0.580457306153449,0.0580309948491868,1.0,0.0,0.6174201650520272,65.0,리튬,1.0,6.0,0.0,7304131927.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-2.398464502875308,-1.6719524355773507,-6.177976712626609,-5.305262526522558,True,130178.0,131147.0,125137.0,126301.0,False,False,RETROSPECTIVE_PROXY,True,True,3.2393336146436904,-16.437724389447837,0.29641790531888057,-0.046205040918152133,0.48177474632972433,-0.27387424377936054,1.0,primary,-5.605262526522558
balanced,2025-04,2025-04-11,2025-04-14,010140,삼성중공업,KOSPI,False,True,14500.0,155171547000.0,12760000000000.0,3.942652329749108,0.1581370187222404,0.1464827586206896,0.9534883720930232,0.0465116279069767,0.813953488372093,100.0,조선,1.0,4.0,2.0,510738812450.0,15.0,7.0,2.0,삼성중공업(주) 단일판매ㆍ공급계약체결,2025-04-08T15:51:45+09:00,True,False,,,,DAILY_PROXY,2.137931034482765,2.206896551724147,-0.8965517241379284,-0.3448275862068972,True,14810.0,14820.0,14370.0,14450.0,False,False,RETROSPECTIVE_PROXY,True,True,3.4864734546438085,-0.9232954545454586,0.7690589044915902,-0.21794245426599973,0.3876545825423315,-0.23615451625741704,1.0,backup,1.837931034482765
balanced,2025-04,2025-04-17,2025-04-18,389470,인벤티지랩,KOSDAQ,False,True,21000.0,26287989000.0,279425373134.3284,23.529411764705888,1.757593569592519,0.2359047619047619,0.7982708933717579,0.2017291066282421,0.792507204610951,80.0,마리화나(대마),0.9,1.0,0.0,860490758.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,16.1904761904762,16.666666666666675,2.3809523809523725,6.428571428571428,True,24400.0,24500.0,21500.0,22350.0,False,False,RETROSPECTIVE_PROXY,True,True,6.569568073079951,23.099203475742215,1.3068745091822365,1.188480146171807,0.6474234529780647,0.5469940402089484,1.0,backup,15.8904761904762
balanced,2025-04,2025-04-18,2025-04-21,293580,나우IB,KOSDAQ,False,True,1680.0,190429436400.0,159518672199.1701,26.88821752265862,2.528864887666669,0.2285714285714285,0.9183673469387756,0.0816326530612244,0.8616780045351474,85.0,창투사,0.8,1.0,2.0,67239754288.75,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-2.500000000000002,29.761904761904766,-3.095238095238096,29.761904761904766,True,1638.0,2180.0,1628.0,2180.0,False,False,RETROSPECTIVE_PROXY,True,True,5.734560434579729,21.356553620531614,1.208171557284742,0.9458420977481423,0.5789206835030478,0.36992850981224257,1.0,backup,0.45
balanced,2025-04,2025-04-24,2025-04-25,024720,콜마홀딩스,KOSPI,False,True,10100.0,41448198200.0,346401606425.7028,11.849390919158353,0.475314228414995,0.2495049504950495,0.4842105263157895,0.5157894736842106,0.4578947368421052,70.0,마이크로바이옴,0.7647058823529411,1.0,0.0,8914080475.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-2.3762376237623783,-1.980198019801982,-6.237623762376243,-5.148514851485153,True,9860.0,9900.0,9470.0,9580.0,False,False,RETROSPECTIVE_PROXY,True,True,3.414370183910881,4.756380510440827,0.5511376629681577,0.4719081157706728,0.6370238552022958,-0.21443014406928254,1.0,backup,-5.448514851485153
balanced,2025-04,2025-04-25,2025-04-28,254490,미래반도체,KOSDAQ,False,True,15960.0,43215881520.0,230417277486.911,25.274725274725277,3.7139880775551006,0.2243734335839599,0.8836565096952909,0.1163434903047091,0.7673130193905817,100.0,시스템반도체,0.925925925925926,1.0,2.0,108479167695.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-5.451127819548873,-1.1278195488721776,-11.654135338345862,-8.771929824561408,True,15090.0,15780.0,14100.0,14560.0,False,False,RETROSPECTIVE_PROXY,True,True,7.814950136652275,8.517887563884162,0.954258926731971,0.8659416007279186,0.575496715140839,0.1116399195230699,1.0,backup,-9.071929824561408
balanced,2025-04,2025-04-30,2025-05-02,063170,서울옥션,KOSDAQ,False,True,8860.0,84750985640.0,157446557377.04916,25.318246110325315,4.468142174834546,0.1830699774266365,0.91,0.09,0.87,100.0,STO(토큰증권 발행),0.6666666666666666,1.0,1.0,38958477900.0,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-7.562076749435665,-6.659142212189617,-13.092550790067726,-9.36794582392777,True,8190.0,8270.0,7700.0,8030.0,False,False,RETROSPECTIVE_PROXY,True,True,2.057277214115362,9.612403100775202,1.0769075096697733,0.755984415406268,0.5347255951009781,0.2826168347463624,1.0,backup,-9.66794582392777
balanced,2025-05,2025-05-02,2025-05-07,259960,크래프톤,KOSPI,False,True,385000.0,82502805000.0,17612905311778.29,3.6339165545087537,0.2954648506617643,0.1194597402597402,0.9069767441860463,0.0930232558139534,0.9069767441860463,85.0,코리아 밸류업 지수(Korea Value-up Index),0.5408163265306123,7.0,0.0,7480173825.0,10.0,7.0,1.0,주식회사 크래프톤 연결재무제표기준영업(잠정)실적(공정공시),2025-04-29T15:51:20+09:00,True,False,,,,DAILY_PROXY,1.298701298701288,2.0779220779220786,-1.688311688311683,0.1298701298701354,True,390000.0,393000.0,378500.0,385500.0,False,False,RETROSPECTIVE_PROXY,True,True,2.427074643577126,7.060518731988474,1.0175193768240878,0.2503247036946729,0.5035141419415256,0.3482168633088771,1.0,backup,0.998701298701288
balanced,2025-05,2025-05-08,2025-05-09,278470,에이피알,KOSPI,False,True,98400.0,653637940800.0,3683906192893.401,28.7958115183246,2.7133263878430567,0.2172764227642276,0.961038961038961,0.0389610389610389,0.9523809523809524,85.0,미용기기,0.8888888888888888,1.0,0.0,8677957088.5,4.0,0.0,1.0,(주)에이피알 결산실적공시 예고(안내공시),2025-04-28T15:50:45+09:00,True,False,,,,DAILY_PROXY,-0.9146341463414642,7.113821138211374,-0.9146341463414642,4.369918699186992,True,97500.0,105400.0,97500.0,102700.0,False,False,RETROSPECTIVE_PROXY,True,True,2.355620332595472,18.818040435458784,1.7129036144803103,0.9658855982993488,0.5356147761912566,0.9118933001910335,1.0,backup,0.45
balanced,2025-05,2025-05-09,2025-05-12,023530,롯데쇼핑,KOSPI,False,True,72100.0,20808708900.0,2039591627906.9768,8.421052631578952,1.5632389523158046,0.0631067961165048,0.92,0.08,0.92,80.0,백화점,0.75,1.0,0.0,8145217276.25,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.109570041608876,8.044382801664351,0.9708737864077666,5.131761442441052,True,72900.0,77900.0,72800.0,75800.0,False,False,RETROSPECTIVE_PROXY,True,True,1.897334205275605,2.1505376344086002,0.5514268532585146,0.2900629881338578,0.549467220768534,-0.07291313212733373,1.0,primary,0.809570041608876
balanced,2025-05,2025-05-14,2025-05-15,277810,레인보우로보틱스,KOSDAQ,False,True,310000.0,173622630000.0,6013932461873.638,10.912343470482998,0.2175155091555911,0.0851612903225806,0.8787878787878788,0.1212121212121212,0.8181818181818182,100.0,로봇(산업용/협동로봇 등),0.8688524590163934,5.0,2.0,672413585719.5,0.0,0.0,,,,False,False,,,,DAILY_PROXY,1.129032258064511,1.2903225806451646,-5.8064516129032295,-2.9032258064516148,True,313500.0,314000.0,292000.0,301000.0,False,False,RETROSPECTIVE_PROXY,True,True,2.72809953807546,7.91505791505791,0.2889811324601547,-0.3192120919126997,0.4807538878527852,-0.49548585101845904,1.0,primary,0.8290322580645109
balanced,2025-05,2025-05-16,2025-05-19,389260,대명에너지,KOSDAQ,False,True,19180.0,26420622620.0,343635589353.6121,11.382113821138208,0.9679750471058152,0.1739833159541188,0.5993690851735016,0.4006309148264984,0.5899053627760252,70.0,태양광에너지,0.4615384615384615,2.0,2.0,145353922545.0,15.0,9.0,2.0,대명에너지 주식회사 단일판매ㆍ공급계약체결,2025-05-15T15:50:23+09:00,True,False,,,,DAILY_PROXY,29.822732012513043,29.822732012513043,29.822732012513043,29.822732012513043,True,24900.0,24900.0,24900.0,24900.0,False,False,RETROSPECTIVE_PROXY,True,True,4.7604530614259355,24.332129963898907,0.8245753245330235,0.6872189451397043,0.6261833878359171,-0.08689350196514904,1.0,backup,29.522732012513043
balanced,2025-05,2025-05-22,2025-05-23,205470,휴마시스,KOSDAQ,False,True,9495.0,185474152620.0,234362990936.5559,26.6,3.063289088588118,0.1933649289099526,0.8925233644859814,0.1074766355140186,0.8808411214953271,100.0,코로나19(진단키트),0.7777777777777778,1.0,2.0,89324506075.75,0.0,0.0,,,,False,False,,,,DAILY_PROXY,-0.9478672985781976,-0.5792522380200116,-9.689310163243814,-9.162717219589256,True,9405.0,9440.0,8575.0,8625.0,False,False,RETROSPECTIVE_PROXY,True,True,3.4730036032462586,7.449856733524363,1.2115590769978093,0.8339949476074485,0.557993581006139,0.36550280434609017,1.0,backup,-9.462717219589257
